Id,Name,TypeDesc,License,LicenseType,Owner,Location,Phone,Status,BeginDate,EndDate,OpenDate,LastInspection,NextInspection,FollowUpDate,ReinspectDate,DateClosed,Complexity,LastInspectionStatus,Address
3557,Venice Italian Market,Food Service Establishment,58537,SFE,George Najor,"(42.3293486,-83.0399975)",566-2226,OPEN,11/7/07,,,11/7/07,4/5/09,11/16/08,12/30/1899,,O,IN COMPLIANCE,"Renaissance Center, 100 Renaissance Center, Detroit, MI 48243, USA"
3565,Club G-Wiz,Food Service Establishment,69412,SFE,Lariesa Davis,"(42.4291881,-83.24234299999999)",313-255-6240,PERMANENTLY CLOSED,4/20/10,,,5/8/14,4/8/15,5/18/14,12/30/1899,,Y,NOT IN COMPLIANCE,"20327 W Seven Mile Rd, Detroit, MI 48219, USA"
3566,Woody's Wild Wings,Food Service Establishment,ag3800,SFE,Jason Abro,"(42.3840677,-82.9672834)",331-1300,OPEN,1/1/08,,,4/9/08,12/6/08,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"3800 Conner St, Detroit, MI 48215, USA"
3567,Horney's Living Room Lounge,Food Service Establishment,58581,SFE,Diversified Investors-7 Mile ,"(42.430586,-83.203481)",313-838-2441,PERMANENTLY CLOSED,4/13/10,,,1/25/11,6/24/11,12/30/1899,12/30/1899,4/30/13,O,NOT IN COMPLIANCE,"15838 W Seven Mile Rd, Detroit, MI 48235, USA"
3568,Black Tie Cajun Soul Food,Food Service Establishment,57649,SFE,Andre Hutchins,"(42.3388433,-83.0308364)",313-567-1000,PERMANENTLY CLOSED,,,,12/17/07,2/8/09,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1539 E Lafayette St, Detroit, MI 48207, USA"
3569,Subway #40650,Food Service Establishment,60731,SFE,Ibrahim Farah,"(42.3793065,-83.0145687)",891-8719,PERMANENTLY CLOSED,12/11/07,,,7/8/08,7/8/08,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"8031 Gratiot Ave, Detroit, MI 48231, USA"
3570,Blondies,Food Service Establishment,63839,SFE,Ruzvelt Stevanovski,"(42.32725809999999,-83.0737195)",964-1000,OPEN,,,,12/14/11,4/27/13,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"Detroit, MI 48216, USA"
3571,Papa's Pizza ,Food Service Establishment,64477,SFE,Robert Bashi,"(42.4169786,-82.9359757)",313-886-4444,OPEN,,,,6/13/17,5/14/18,6/23/17,12/30/1899,7/21/08,O,IN COMPLIANCE,"17137 Harper Ave, Detroit, MI 48224, USA"
3572,Cafe Con Leche,Food Service Establishment,DR52716,,Jordi Carbonell,"(42.3210394,-83.0943887)",248-736-1196,PERMANENTLY CLOSED,,,,6/26/15,5/26/16,7/6/15,12/30/1899,,O,NOT IN COMPLIANCE,"4200 Vernor Hwy, Detroit, MI 48209, USA"
3573,Hungry Howie's #3603,Food Service Establishment,58512,SFE,Derrick Coleman,"(42.3781869,-83.1059154)",313-896-3540,OPEN,1/17/08,,,11/3/10,4/2/11,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"Detroit, MI 48206, USA"
3574,Farwell Community Center ,Food Service Establishment,78652,SFE,Detroit Parks and Recreation,"(42.4415544,-83.05847949999999)",628-2028,OPEN,1/22/08,,,11/9/17,10/10/18,,,,O,NOT IN COMPLIANCE,"2711 Outer Dr E, Detroit, MI 48234, USA"
3597,SOUTHERN CATCH,Food Service Establishment,O58580,,GALAL MUNASSAR,"(42.3860774,-82.9537476)",,OPEN,8/29/07,,,,,12/30/1899,12/30/1899,,O,,"14300 Mack Ave, Detroit, MI 48215, USA"
3576,Lucky's Pizza N Wings,Food Service Establishment,61913,SFE,"Lucky's Pizza Inc, Steve Gappy","(42.358457,-83.164613)",934-1111,PERMANENTLY CLOSED,2/7/08,,,5/28/09,10/25/09,12/30/1899,12/30/1899,11/9/10,O,IN COMPLIANCE,"10515 Joy Rd, Detroit, MI 48204, USA"
3578,Double Dipping,Food Service Establishment,Ag-BI,SFE,,"(42.346852,-82.963718)",,SEASONAL,8/14/07,,,,,12/30/1899,12/30/1899,,O,,"Belle Isle Nature Center, 176 Lakeside Dr, Detroit, MI 48207, USA"
3579,Brooksey's,Food Service Establishment,59569,SFE,"Brooksy J. Irvine, Jr.--member","(42.3444532,-83.145405)",313-898-8099,OPEN,1/30/08,,,5/12/17,4/12/18,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"7625 W Warren Ave, Detroit, MI 48210, USA"
3593,Redford Theater,Food Service Establishment,59947,SFE,Motor City Theatre Organ Socie,"(42.4174061,-83.2572077)",537-2560,OPEN,3/10/08,,3/10/08,10/10/17,9/10/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"17360 Lahser Rd, Detroit, MI 48219, USA"
3601,Asian Village,Food Service Establishment,56879,SFE,Asian Village of Detroit,"(42.3296691,-83.0358475)",,Other,,,,,,,,9/30/08,O,,"521 Atwater St, Detroit, MI 48207, USA"
3602,Manhattan Fish & Chicken,Food Service Establishment,63707,SFE,Ahmed Baraghith,"(42.3656879,-83.0869366)",313-664-0500,TEMPORARILY CLOSED,,,,6/3/09,10/31/09,6/13/09,12/30/1899,,O,NOT IN COMPLIANCE,"2699 W Grand Blvd, Detroit, MI 48208, USA"
3603,Papa's Pizza,Food Service Establishment,57658,SFE,Richard Cholak,"(42.4380854,-83.0240742)",,PERMANENTLY CLOSED,,,,8/23/11,8/23/11,9/2/11,2/23/12,2/17/12,O,NOT IN COMPLIANCE,"19500 Van Dyke Ave, Detroit, MI 48234, USA"
3604,El Sombrero Mexican Restaurant,Food Service Establishment,57657,,El Sombrero Mexican Restaurant,"(42.3620171,-83.0670097)",,OPEN,,,,5/27/08,5/27/08,10/15/07,12/30/1899,,O,NOT IN COMPLIANCE,"5564 Woodward Ave, Detroit, MI 48202, USA"
3605,Donuts by Lia & TJS,Food Service Establishment,58529,SFE,John Ratcliff,"(42.3385477,-83.0219022)",,OPEN,6/9/90,,,6/8/09,5/9/10,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"2642 E Jefferson Ave, Detroit, MI 48207, USA"
3606,Roosters Rivershack,Food Service Establishment,56887,,Classic Chicken LLC,"(42.3387692,-83.02016859999999)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"2730 E Jefferson Ave, Detroit, MI 48207, USA"
3616,SheratonDetroit  Riverside,Food Service Establishment,33971,,Sanjay Patel,"(42.3279083,-83.0478004)",,OPEN,10/8/07,,,,,12/30/1899,12/30/1899,,O,,"Crowne Plaza Detroit Downtown Convention Center, 2 Washington Blvd, Detroit, MI 48226, USA"
3617,DTE Energy Town Square C-Store313,Food Service Establishment,57660,SFE,Aramark Corporation,"(42.3345732,-83.0566929)",235-2920,OPEN,12/8/07,,,8/3/17,7/4/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"2000 2nd Ave, Detroit, MI 48226, USA"
3618,Salad Creations,Food Service Establishment,56744,SFE,CM Woodward Group LLC,"(42.3325876,-83.0477761)",,OPEN,12/8/07,,,7/20/10,6/20/11,12/30/1899,12/30/1899,5/3/11,O,NOT IN COMPLIANCE,"1043 Woodward Ave, Detroit, MI 48226, USA"
3619,Odessa Blues,Food Service Establishment,60745,SFE,Yolanda Morris,"(42.4345545,-82.9906626)",527-6102,PERMANENTLY CLOSED,4/11/08,,,4/14/11,8/26/12,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"13016 Seven Mile E, Detroit, MI 48205, USA"
3620,Captain Jay's Fish & Chicken,Food Service Establishment,67904,SFE,Mahdiur Rahman,"(42.4335669,-83.02453580000001)",313-366-1147,OPEN,,,,12/5/17,5/4/18,,,7/3/08,O,NOT IN COMPLIANCE,"19041 Van Dyke Ave, Detroit, MI 48234, USA"
3621,Nunn's Bar-B-Que Restaurant II,Food Service Establishment,60499,SFE,Nunn's Bar-B-Que Restaurant II,"(42.434338,-83.0743694)",313-893-7210,OPEN,11/29/06,,,9/12/17,2/9/18,,,,Y,NOT IN COMPLIANCE,"19196 Conant St, Detroit, MI 48234, USA"
3622,24 Grille,Food Service Establishment,64219,SFE,Bistro 24 LLC,"(42.3319315,-83.05001949999999)",313-285-6463,OPEN,1/27/09,,,11/30/17,4/29/18,12/10/17,,,Z,NOT IN COMPLIANCE,"204 Michigan Ave, Detroit, MI 48226, USA"
3623,Heaven Sent Eatery,Food Service Establishment,60732,SFE,Steven Bonner,"(42.4485113,-83.011972)",736-0201,PERMANENTLY CLOSED,4/17/08,,4/11/08,7/15/08,7/15/08,12/30/1899,12/30/1899,3/23/09,O,IN COMPLIANCE,"9800 East 8 Mile Road, Warren, MI 48089, USA"
3624,Ribb Tipp,Food Service Establishment,59953,SFE,Marvin Smith,"(42.4310495,-83.1714203)",313-342-7422,OPEN,,,,6/26/09,11/23/09,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"12729 W Seven Mile Rd, Detroit, MI 48235, USA"
3625,F. S. Coney Island Corp,Food Service Establishment,81576,SFE,Gjyste Merditaj,"(42.44367020000001,-82.9723546)",313-371-1217,OPEN,,,,3/30/16,9/26/16,7/6/15,12/30/1899,,Y,IN COMPLIANCE,"14987 Gratiot Ave, Detroit, MI 48205, USA"
3626,Starbucks-Marriott Ren Cen,Food Service Establishment,64222,SFE,"River Front Holdings, Inc","(42.3295852,-83.039529)",568-8139,OPEN,4/30/08,,,6/26/17,5/27/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"200 Renaissance Center, Detroit, MI 48243, USA"
3627,The Coffee Shop & Deli,Food Service Establishment,82025,SFE,Bureau of Services for Blind P,"(42.3687782,-83.0755585)",313-338-3282,OPEN,,,,10/6/17,3/5/18,10/16/17,,,Z,IN COMPLIANCE,"3044 W Grand Blvd #1429, Detroit, MI 48202, USA"
3628,ERIN'S APPLE,Food Service Establishment,60500,,Minnyatta Tyler,"(42.406089,-82.928804)",658-2631,OPEN,3/7/08,,,5/6/08,12/20/08,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"17132 E Warren Ave, Detroit, MI 48224, USA"
3629,Salsaritas Fresh Cantina,Food Service Establishment,60753,SFE,"Renaissance Center Salsaritas,","(42.3293486,-83.0399975)",567-3701,OPEN,5/6/08,,,9/14/17,8/15/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"Renaissance Center, 100 Renaissance Center, Detroit, MI 48243, USA"
3630,Sushi Bar,Food Service Establishment,RT52390,SFE,River Front Holding,"(42.3295852,-83.039529)",568-8000,OPEN,5/1/08,,,5/1/08,3/5/09,10/16/08,12/30/1899,,O,IN COMPLIANCE,"200 Renaissance Center, Detroit, MI 48243, USA"
3631,Quizno's Sub,Food Service Establishment,63607,SFE,Dennis Zoma--member,"(42.3520287,-83.0571597)",313-831-3400,PERMANENTLY CLOSED,12/16/07,,,1/6/17,12/7/17,12/30/1899,12/30/1899,4/28/17,Y,IN COMPLIANCE,"3990 John R St, Detroit, MI 48201, USA"
3632,Hollywood Coney Island,Food Service Establishment,72055,SFE,Victor Berisha,"(42.3937616,-83.0054816)",(313) 925-3440,OPEN,,,,8/16/17,1/13/18,8/26/17,,,O,NOT IN COMPLIANCE,"9951 Gratiot Ave, Detroit, MI 48213, USA"
3633,Subway #26842,Food Service Establishment,78355,SFE,Hussein Obeid,"(42.39257,-83.006124)",(313) 267-1151,OPEN,4/25/14,,,9/28/17,2/25/18,10/8/17,,4/24/09,O,IN COMPLIANCE,"9655 Gratiot Ave, Detroit, MI 48213, USA"
3634,Motown Kabob,Food Service Establishment,64469,SFE,David Douglas Moore,"(42.369205,-83.0728592)",871-0500,OPEN,6/8/07,,,11/4/09,10/5/10,11/14/09,12/30/1899,,O,NOT IN COMPLIANCE,"6505 Woodward Ave, Detroit, MI 48202, USA"
3635,Holy Smoke BBQ,Food Service Establishment,60759,SFE,NTTW Inc./Willie Norwood,"(42.2746284,-83.1504813)",928-1123,OPEN,,,,5/22/08,10/28/08,6/1/08,12/30/1899,,O,NOT IN COMPLIANCE,"2300 Schaefer Hwy, Detroit, MI 48217, USA"
3636,Rice Bowl,Food Service Establishment,64073,SFE,Rice Bowl Millender Center Inc,"(42.3305356,-83.0416841)",963-3200,OPEN,5/19/08,,,10/10/17,9/10/18,,12/30/1899,,O,NOT IN COMPLIANCE,"333 E Jefferson Ave #270, Detroit, MI 48226, USA"
3637,Times Square,Food Service Establishment,65475,SFE,Mack Hendricks,"(42.3341913,-83.0522887)",248-544-2883,Plan Review,5/30/08,,,,,12/30/1899,12/30/1899,8/31/09,O,,"1431 Times Square, Detroit, MI 48226, USA"
3638,Dairy World,Food Service Establishment,60746,SFE,Mike Bahri,"(42.4315016,-83.1143081)",(313) 530-9411,OPEN,5/30/08,,,10/1/14,2/28/15,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"19010 Woodward Ave, Detroit, MI 48203, USA"
3639,Olympia Coney Island,Food Service Establishment,60752,SFE,L.T. One Properties,"(42.434655,-83.006024)",245-1700,TEMPORARILY CLOSED,,,,5/13/08,,6/13/08,12/30/1899,,O,NOT IN COMPLIANCE,"11429 Seven Mile E, Detroit, MI 48234, USA"
3640,Inferno Rotisseria & Chargrill,Food Service Establishment,60754,SFE,Sameerah Huraibi,"(42.3094859,-83.1325028)",551-2788,OPEN,6/5/08,,,,12/6/08,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"8626 Vernor Hwy, Detroit, MI 48209, USA"
3641,Lefty's Lounge,Food Service Establishment,60755,SFE,"Lefty's Lounge, LLC","(42.3599715,-83.06843099999999)",313-831-5338,PERMANENTLY CLOSED,6/5/08,,,6/20/16,2/2/17,,,2/7/17,Y,NOT IN COMPLIANCE,"5440 Cass Ave #100, Detroit, MI 48202, USA"
3642,Casey's New York Style Ice & Custard,Food Service Establishment,PR08038,,Darrick and Marion Casey,"(42.34196850000001,-83.04710829999999)",,Plan Review,,,,,,,,,O,,"Fisher Fwy, Detroit, MI 48207, USA"
3643,J-Hardy's Lounge,Food Service Establishment,60750,SFE,John H. Hardy,"(42.4172265,-82.9355175)",313-574-4231,OPEN,5/29/08,,,12/30/13,11/30/14,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"17175 Harper Ave, Detroit, MI 48224, USA"
3644,Penthouse Lounge,Food Service Establishment,60747,SFE,Boyd Jones,"(42.360372,-83.13870399999999)",313-879-7989,OPEN,5/29/08,,,3/10/17,7/23/18,3/20/17,7/19/17,,O,IN COMPLIANCE,"8867 Livernois Ave, Detroit, MI 48204, USA"
3645,Little Caesars #15,Food Service Establishment,2035310,,Little Caesars Enterprise,"(42.4470716,-83.0801697)",892-7570,OPEN,,,,11/12/08,4/11/09,12/30/1899,12/30/1899,,O,,"2040 East 8 Mile Road, Warren, MI 48091, USA"
3646,Kabob & Grill,Food Service Establishment,60757,SFE,Salwan Attio,"(42.341326,-83.01477849999999)",,OPEN,6/18/08,,,,,12/30/1899,12/30/1899,,O,,"3250 E Jefferson Ave, Detroit, MI 48207, USA"
3647,Pollo Chapin,Food Service Establishment,64066,SFE,Mr. & Mrs. Arqueta,"(37.3836922,-121.911893)",843-1885,Other,,,,7/26/17,12/23/17,8/5/17,12/30/1899,,O,IN COMPLIANCE,"2054 Junction Ave, San Jose, CA 95131, USA"
3648,Sheraton Detroit Riverside,Food Service Establishment,33971,SFE,Sanjay Patel,"(42.3279083,-83.0478004)",965-0200,OPEN,,,,,5/7/09,6/28/08,12/30/1899,,O,IN COMPLIANCE,"Crowne Plaza Detroit Downtown Convention Center, 2 Washington Blvd, Detroit, MI 48226, USA"
3649,Rock City Bar & Grill,Food Service Establishment,RT56320,SFE,Confidential Inc,"(42.3290149,-83.04821439999999)",962-1260,PERMANENTLY CLOSED,,,,,11/15/08,6/28/08,12/30/1899,,O,IN COMPLIANCE,"211 W Congress St, Detroit, MI 48226, USA"
3650,American Axle,Food Service Establishment,220259,SFE,Continental Cafe LLC,"(42.388014,-83.067326)",313-758-3946,OPEN,,,,9/29/17,2/26/18,10/9/17,12/30/1899,,Z,IN COMPLIANCE,"1 Dauch Drive, Detroit, MI 48211, USA"
3651,WI - FI,Food Service Establishment,64229,SFE,"Discrete Catering, LLC","(42.3734387,-82.9429876)",822-4007,OPEN,7/8/07,,,9/16/09,9/16/09,7/18/08,12/30/1899,,O,IN COMPLIANCE,"14516 E Jefferson Ave, Detroit, MI 48215, USA"
3652,Detroit Hot Wings & More,Food Service Establishment,63844,SFE,Alger H. Lucky,"(42.359069,-83.163202)",931-0303,OPEN,7/18/08,,,7/18/08,12/15/08,7/28/08,12/30/1899,3/24/11,O,NOT IN COMPLIANCE,"10418 Joy Rd, Detroit, MI 48204, USA"
3653,Palace Pizza,Food Service Establishment,61143,SFE,Athir Nafso,"(42.379006,-82.9796406)",332-2000,OPEN,5/24/08,5/24/08,7/17/08,12/6/12,11/6/13,3/6/13,12/30/1899,,O,NOT IN COMPLIANCE,"11207 Mack Ave, Detroit, MI 48214, USA"
3654,"State Fair Lounge, Inc.",Food Service Establishment,ps092217,SMC,Charles Gaston,"(42.4421079,-83.0045372)",313-521-2800,OPEN,7/10/08,,,3/24/17,2/22/18,,,,O,IN COMPLIANCE,"19910 Hoover St, Detroit, MI 48205, USA"
3655,Sample Establishment,Other,0,,,"(42.7820604,-85.6888481)",,New owner/complete reconstruct,,,,,,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1000 100th St SW, Byron Center, MI 49315, USA"
3656,#2 Soul Brother,Food Service Establishment,61056,SFE,James Hodges,"(42.40164,-82.97554629999999)",245-0500,New owner/complete reconstruct,7/29/08,,,3/31/11,2/29/12,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"12715 Harper Ave, Detroit, MI 48213, USA"
3657,Palace Pizza,Food Service Establishment,61143,SFE,Athir Nafsu,"(42.379006,-82.9796406)",313-926-8000,OPEN,1/29/08,,,,,12/30/1899,12/30/1899,9/29/20,O,,"11207 Mack Ave, Detroit, MI 48214, USA"
3658,Spiritual Israel Church,Food Service Establishment,57385,SFE,Theresa Warren-Mgr.,"(42.3644542,-82.98686289999999)",313-882-8378,OPEN,,,,9/11/17,8/12/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"9375 Amity St, Detroit, MI 48214, USA"
3659,Manhattan Fish & Chicken,Food Service Establishment,66997,SFE,"A & M Food, Inc.","(42.4289657,-82.9581163)",313-499-5457,NOT THE JURISDICTION OF DHWP,,,,10/22/15,9/21/16,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"18081 Kelly Rd, Detroit, MI 48224, USA"
3660,Big Mouth Cheese Steak & Hoagies,Food Service Establishment,60501,SFE,Johnny Terry/Big Mouth LLC,"(42.4162474,-83.2017175)",,New owner/complete reconstruct,3/19/08,,,3/1/10,3/1/10,12/30/1899,12/30/1899,4/30/10,O,NOT IN COMPLIANCE,"15640 W McNichols Rd, Detroit, MI 48235, USA"
3661,Detroit Cristo Rey High School,Non-Public School,61402,SFE,,"(42.3168725,-83.1027719)",883-8755,Other,,,,10/10/17,4/8/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"5679 Vernor Hwy, Detroit, MI 48209, USA"
3662,Captain J Fish & Chicken #105,Food Service Establishment,67238,SFE,"Warren Food Group, LLC","(42.3894733,-82.9744434)",821-3474,OPEN,12/1/08,,,10/3/17,9/3/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"12248 E Warren Ave, Detroit, MI 48215, USA"
3663,Vondie's On the River,Food Service Establishment,61151,SFE,"New Twenty Grand, Inc.","(42.3313192,-83.0352565)",393-6000,OPEN,,,,6/15/11,5/30/12,12/30/1899,12/30/1899,1/7/13,O,NOT IN COMPLIANCE,"260 Schweizer Pl, Detroit, MI 48207, USA"
3664,Binky's Soul Food,Food Service Establishment,61401,SFE,Norman Banner,"(42.430276,-83.195696)",313-270-4260,OPEN,,,,10/22/10,3/21/11,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"15137 W Seven Mile Rd, Detroit, MI 48235, USA"
3670,Long John Silvers,Food Service Establishment,djc134,SFE,Keith Mulder,"(42.4095203,-82.99404229999999)",521-0544,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"11288 Gratiot Ave, Detroit, MI 48213, USA"
3671,Subway,Food Service Establishment,60731,SFE,Ibrahim Farah,"(42.3793065,-83.0145687)",921-8575,New owner/complete reconstruct,,,,,,12/30/1899,12/30/1899,,O,,"8031 Gratiot Ave, Detroit, MI 48231, USA"
3672,Addie's Kitchen,Food Service Establishment,61399,SFE,Addie Everfield,"(42.4305556,-83.2029553)",313-273-3319,OPEN,,,,8/28/08,1/25/09,9/7/08,12/30/1899,,O,NOT IN COMPLIANCE,"15744 W Seven Mile Rd, Detroit, MI 48235, USA"
3673,Tijuana's Authenic Mexican Kitchen,Food Service Establishment,71393,SFE,Tijuana's Authenic Mexican Kit,"(42.3292987,-83.22466770000001)",982-1455,New owner/complete reconstruct,2/6/12,,,10/16/17,3/15/18,,,1/27/12,Z,NOT IN COMPLIANCE,"18940 Ford Rd, Detroit, MI 48228, USA"
3674,La Poblanita,Food Service Establishment,WW050708,SMF,Gaspar Zayas,"(42.31145799999999,-83.108161)",313-478-7811,Other,5/7/08,,,,,,,,O,,"6355 Regular St, Detroit, MI 48209, USA"
3675,Greektown Casino-Alley Grill,Food Service Establishment,sh555b,SFE,Greektown Casino INC.,"(42.3349561,-83.0409075)",,OPEN,,,,9/15/08,2/12/09,9/25/08,12/30/1899,,O,IN COMPLIANCE,"555 E Lafayette St, Detroit, MI 48226, USA"
3676,Greektown Casino-Pantheon Club,Food Service Establishment,555c,SFE,,"(42.3349561,-83.0409075)",,OPEN,,,,9/15/08,2/12/09,9/25/08,12/30/1899,,O,NOT IN COMPLIANCE,"555 E Lafayette St, Detroit, MI 48226, USA"
3677,Greektown Casino-Trappers,Food Service Establishment,61393,SFE,,"(42.3349561,-83.0409075)",223-2999,PERMANENTLY CLOSED,,,,1/3/14,5/18/15,12/30/1899,12/30/1899,4/16/14,O,NOT IN COMPLIANCE,"555 E Lafayette St, Detroit, MI 48226, USA"
3678,Greektown Casino-Bars,Food Service Establishment,555e,SFE,,"(42.3349561,-83.0409075)",,OPEN,,,,9/16/08,2/13/09,9/26/08,12/30/1899,,O,NOT IN COMPLIANCE,"555 E Lafayette St, Detroit, MI 48226, USA"
3679,MGM Grand Casino- Main Kitchen,Food Service Establishment,60158,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",313-465-1777,OPEN,7/16/07,,,8/16/17,1/13/18,8/26/17,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3680,MGM Grand Casino- Roasted Bean,Food Service Establishment,60157,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",313-790-4065,OPEN,7/16/07,,,8/16/17,7/17/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3681,MGM Grand Casino- High Limit Lounge,Food Service Establishment,60156,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-1777,OPEN,7/16/07,,,3/2/17,1/31/18,3/12/17,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3682,MGM Grand Casino- Concierge,Food Service Establishment,60155,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-1777,OPEN,7/16/07,,,3/12/10,8/9/10,9/21/08,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3683,MGM Grand Casino- The Lodge,Food Service Establishment,60154,SFE,MGM Grand Casino,"(42.3330705,-83.0595589)",313-790-4065,OPEN,7/16/07,,,8/31/17,1/28/18,9/10/17,12/30/1899,,O,NOT IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3684,MGM Grand Casino- Banquet Pantry Kitchen,Food Service Establishment,60153,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",313-790-4065,OPEN,7/16/07,,,8/16/17,1/13/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3685,MGM Grand Casino- Palette,Food Service Establishment,60152,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",456-8723,OPEN,7/16/07,,,8/16/17,1/13/18,8/26/17,12/30/1899,,O,NOT IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3686,MGM Grand Casino-Breeze,Food Service Establishment,60151,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",313-790-4065,OPEN,7/16/07,,,8/16/17,1/13/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3687,MGM Grand Casino-Tap MGM Grand,Food Service Establishment,60150,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,8/16/17,1/13/18,8/26/17,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3688,MGM Grand Casino- Bourbon Steak,Food Service Establishment,60149,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-1777,OPEN,7/16/07,,,7/27/12,12/24/12,11/26/11,12/30/1899,1/1/12,O,NOT IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3689,MGM Grand Casino- Salt Water,Food Service Establishment,60148,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-1777,OPEN,7/16/07,,,7/26/12,12/23/12,11/26/11,12/30/1899,1/1/13,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3690,MGM Grand Casino-Hotel Starbucks,Food Service Establishment,60173,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,5/5/11,10/2/11,12/30/1899,12/30/1899,1/1/11,O,,"1777 3rd Ave, Detroit, MI 48226, USA"
3691,MGM Grand Casino-V Outer Bar,Food Service Establishment,60147,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,3/2/17,1/31/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3692,MGM Grand Casino-Video Poker Bar,Food Service Establishment,60172,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,11/7/17,10/8/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3693,MGM Grand Casino- V Lounge,Food Service Establishment,60171,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,3/2/17,1/31/18,3/12/17,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3694,MGM Grand Casino- U Me Drink,Food Service Establishment,60170,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,10/16/14,2/28/16,10/26/14,12/30/1899,11/14/14,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
3695,MGM Grand Casino-Int Ice,Food Service Establishment,60169,SFE,MGM Grand Detroit Casino,"(42.3330705,-83.0595589)",465-8723,OPEN,7/16/07,,,3/2/17,1/31/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
